//	Liosta Minicíochta Focal Gaeilge | Irish Word Frequency List
//  A corpus-based, cleaned-up frequency list of Irish lemmas.
//  Created by Michal Boleslav Měchura, http://www.lexiconista.com/
//	Available under the Open Database License, http://opendatacommons.org/licenses/odbl/summary/
//  Date stamp: 2015-03-10
//  Format: rank [tab] lemma [tab] corpus frequency [tab] window size [new line]
//	For an explanation of what the columns mean, visit http://www.lexiconista.com/datasets/frequency-ga/



fardal	108	318132
haitéir	108	318132
báinín	108	318132
slisín	108	318132
aicearra	108	318132
leantach	108	318132
coibhéis	108	318132
slogtha	108	318132
vacsaín	108	318132
scairbh	108	318132
óstóir	108	318132
blús	108	318132
lile	108	318132
tona	107	321105
blár	107	321105
stil	107	321105
calóg	107	321105
céide	107	321105
osnaíl	107	321105
crosáid	107	321105
fíneálta	107	321105
craobhóg	107	321105
gealas	107	321105
gaofar	107	321105
sreinge	107	321105
bolgach	107	321105
leamhan	107	321105
plámás	107	321105
mí-oiriúnach	107	321105
miondíoltóir	107	321105
aisfhreagra	107	321105
meathlaigh	107	321105
cumraíocht	107	321105
léachtóireacht	107	321105
stailceoir	107	321105
gineadóir	107	321105
míniúchán	107	321105
ríméadach	107	321105
cuntaois	107	321105
fuireach	106	324134
peadairín	106	324134
páistiúil	106	324134
mioneolas	106	324134
sceadamán	106	324134
díolaíocht	106	324134
monaraigh	106	324134
parlaiminteach	106	324134
crochadóir	106	324134
nóibhíseach	106	324134
muirbheach	106	324134
closamhairc	106	324134
siméadracht	106	324134
róibín	106	324134
tochas	106	324134
claibín	106	324134
meirbh	106	324134
deifre	106	324134
tinneall	106	324134
fuadach	106	324134
damnú	106	324134
dlaoi	106	324134
scól	106	324134
olar	105	327221
sonc	105	327221
sól	105	327221
eipic	105	327221
aibíd	105	327221
naprún	105	327221
uathúil	105	327221
fíniúin	105	327221
achasán	105	327221
fearsaid	105	327221
garrán	105	327221
léasóir	105	327221
fliúit	105	327221
sinsearacht	105	327221
aithnidiúil	105	327221
smachtbhanna	105	327221
cnámharlach	105	327221
cláiríneach	105	327221
sinseartha	105	327221
gráinneog	105	327221
paimfléad	105	327221
cáinteach	105	327221
ambaiste	105	327221
béiceach	104	330367
diúilicín	104	330367
cleasanna	104	330367
féaráilte	104	330367
milseacht	104	330367
seachadadh	104	330367
insealbhaigh	104	330367
oibleagáideach	104	330367
urchomhaireach	104	330367
díomhaointeas	104	330367
tútach	104	330367
frídín	104	330367
piorra	104	330367
ceirín	104	330367
eascra	104	330367
Iúpatar	104	330367
rialáil	104	330367
spúinse	104	330367
buaircín	104	330367
múscailt	104	330367
foghlaí	104	330367
moing	104	330367
patról	104	330367
stuaic	104	330367
bundún	104	330367
lorga	104	330367
veist	104	330367
bulla	104	330367
stáca	104	330367
indiu	104	330367
pailm	104	330367
zú	104	330367
ró-	104	330367
Inid	104	330367
úil	104	330367
pióg	104	330367
till	103	333575
rois	103	333575
sás	103	333575
crosach	103	333575
colgach	103	333575
ropaire	103	333575
gíoscán	103	333575
sreangán	103	333575
heicteár	103	333575
buaiceas	103	333575
caifeach	103	333575
rialtóir	103	333575
criathar	103	333575
alcólach	103	333575
maíomh	103	333575
áibhirseoir	103	333575
síciatraí	103	333575
gaisciúil	103	333575
feochadán	103	333575
cóipcheart	103	333575
téitheoir	103	333575
Anglacánach	102	336845
comharthaigh	102	336845
creidiúnaí	102	336845
scannalach	102	336845
íocshláinte	102	336845
moltóireacht	102	336845
caolchúiseach	102	336845
comparáideach	102	336845
gaolmhaireacht	102	336845
aiteas	102	336845
altach	102	336845
éilips	102	336845
beannú	102	336845
tarchur	102	336845
coimircí	102	336845
maidrín	102	336845
caise	102	336845
stiúg	102	336845
polla	101	340180
imreas	101	340180
ózón	101	340180
cáim	101	340180
lic	101	340180
ríog	101	340180
gail	101	340180
ribeach	101	340180
coiléar	101	340180
samhnas	101	340180
taiscéal	101	340180
leanbaí	101	340180
iarmhar	101	340180
bromach	101	340180
céillí	101	340180
áiméan	101	340180
grianghrafadóireacht	101	340180
críochdheighilt	101	340180
sreangscéal	101	340180
liobrálachas	101	340180
coigeartaigh	101	340180
síceolaíoch	101	340180
onnmhaire	101	340180
doirteadh	101	340180
cleachtóir	101	340180
speictream	101	340180
bladhaire	100	343582
deontóir	100	343582
baincéir	100	343582
babhtáil	100	343582
oilteacht	100	343582
mistéireach	100	343582
siompóisiam	100	343582
neamhshaolta	100	343582
gráinneach	100	343582
uileghabhálach	100	343582
duibhe	100	343582
lamháil	100	343582
lámhacán	100	343582
féarmhar	100	343582
tréadach	100	343582
liamhás	100	343582
múchadh	100	343582
bachall	100	343582
dea-	100	343582
imeasc	100	343582
sleán	100	343582
muine	100	343582
fonsa	100	343582
pluma	100	343582
bólaí	100	343582
burla	99	347053
teasc	99	347053
uasta	99	347053
snúcar	99	347053
draein	99	347053
drom	99	347053
dísc	99	347053
custard	99	347053
crúibín	99	347053
arraing	99	347053
móidigh	99	347053
síodúil	99	347053
batráil	99	347053
coiscín	99	347053
coscrach	99	347053
uiríseal	99	347053
caiscín	99	347053
Gréigis	99	347053
beacán	99	347053
cumtha	99	347053
cluich	99	347053
sconna	99	347053
smaointeoir	99	347053
measarthacht	99	347053
dorchaigh	99	347053
iolrachas	99	347053
cileagram	99	347053
féinmharú	99	347053
doirseoir	99	347053
seicheamh	99	347053
gearrcach	98	350594
friotháil	98	350594
loisceoir	98	350594
coimpléasc	98	350594
dochloíte	98	350594
gráinnín	98	350594
glóthach	98	350594
aontumha	98	350594
ramhraigh	98	350594
pléascach	98	350594
tiomantas	98	350594
ollphéist	98	350594
leasmháthair	98	350594
pleidhcíocht	98	350594
scrobarnach	98	350594
éagothroime	98	350594
leithreasaigh	98	350594
fuaire	98	350594
raiméis	98	350594
targaid	98	350594
cluaisín	98	350594
facs	98	350594
crág	98	350594
anás	98	350594
ialtóg	98	350594
dílse	98	350594
draid	98	350594
